"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 2C446920","2013","04","Illinois            ","60165","543","05122",65200
" 680 5174A856","2013","03","Colorado            ","80907","665","05122",364
" 680 5327X894","2013","03","Kentucky            ","40222","984","05223",11
" 680 0C512053","2013","06","Michigan            ","49058","612","05121",32
" 680 1804R08A","2012","05","Vermont             ","05701","651","05219",15
" 680 0D977755","2013","04","Connecticut         ","06460","454","05122",73
" 680 1603L723","2013","03","North Carolina      ","28390","620","05121",1025
" 680 4D380641","2013","09","Massachusetts       ","01844","144","05122",8
" 680 6C19401A","2012","08","New York            ","12566","712","05219",67
" 680 9B156585","2013","06","Massachusetts       ","01201","599","05122",45
" 680 4824L261","2013","08","Colorado            ","80513","169","05122",3
" 680 7039P712","2013","05","Tennessee           ","37076","620","05121",3404
" 680 9C781915","2013","04","Illinois            ","61111","169","05122",37
" 680 367L8950","2013","11","Pennsylvania        ","18848","416","05121",37
" 680 3600C81A","2012","08","Illinois            ","60002","599","05122",450
" 680 2580R076","2013","09","Louisiana           ","71105","169","05224",3
" 680 169M3627","2012","08","Massachusetts       ","01844","543","05119",198
" 680 402W6766","2012","08","Georgia             ","30342","612","05121",115
" 680 0452C84A","2012","02","New York            ","10018","091","05202",5
" 680 8027C644","2013","10","Utah                ","84663","620","05121",52
" 680 3111X018","2012","08","Ohio                ","44057","712","05219",32
" 680 3175X260","2013","03","Indiana             ","46123","665","05145",35
" 680 3106C578","2012","01","California          ","90022","712","05122",196
" 680 4938L332","2013","07","New Jersey          ","07054","665","05122",219
" 680 5A260574","2012","08","California          ","93704","651","05219",311
" 680 425N5364","2012","01","New Jersey          ","07042","609","05201",4469
" 680 8D068007","2013","10","Nevada              ","89015","010","05223",272
" 680 8A62731A","2013","12","New Mexico          ","87110","620","05224",131
" 680 7001L434","2013","12","Wisconsin           ","53223","620","05223",8
" 680 0323P634","2013","09","Illinois            ","60613","620","05223",1672
" 680 4577N931","2013","05","Michigan            ","48152","665","05122",170
" 680 7357R629","2012","08","Missouri            ","63110","712","05219",49
" 680 372D5268","2013","11","Tennessee           ","38501","612","05224",69
" 680 9110C161","2012","01","Kentucky            ","40213","755","05121",15
" 680 4D094808","2013","06","Idaho               ","83318","520","05122",458
" 680 7D213961","2013","10","Arizona             ","85004","169","05224",37
" 680 9654M590","2013","09","Georgia             ","31903","719","05122",7
" 680 1D44831A","2013","04","Michigan            ","48044","913","05122",19
" 680 9B175876","2012","06","New Jersey          ","08902","091","05106",527
" 680 2A296123","2012","05","Georgia             ","30101","091","05202",1
" 680 7A931007","2013","10","Georgia             ","30308","620","05121",11
" 680 2652M410","2012","08","New York            ","13165","712","05122",66
" PACP1950N134","2012","08","Texas               ","77520","712","05233",51
" 680 1A917954","2013","08","Arkansas            ","72206","416","05121",64
" 680 8559N719","2012","08","California          ","92509","092","05202",1119
" 680 5956M263","2013","08","Arkansas            ","72437","612","05121",3703
" 680 2614X969","2012","01","Washington          ","98902","712","05213",21
" 680 6D955227","2012","08","California          ","92054","620","05223",12567
" 680 9C202227","2013","02","Delaware            ","19703","169","05122",204
" 680 3D002607","2013","06","New Jersey          ","07074","513","05122",6624
" 680 3169C516","2013","02","Arizona             ","85018","620","05121",19
" 680 9D432667","2013","12","Michigan            ","48170","970","05223",8
" 680 6D95844A","2012","08","California          ","91006","612","05121",44
" 680 4916M716","2012","08","California          ","95630","600","05121",155
" 680 814Y9993","2012","08","New Hampshire       ","03842","712","05219",226
" 680 5123B643","2013","12","Indiana             ","46321","665","05224",160
" 680 6A113732","2012","08","California          ","90232","719","05219",168
" 680 2A102542","2013","05","Illinois            ","61605","718","05121",59
" 680 4D194008","2013","07","New Jersey          ","07030","620","05121",45
" 680 5848A658","2012","05","Washington          ","98205","531","05219",2601
" 680 0629M005","2013","01","Colorado            ","80540","676","05121",700
" 680 2122R145","2012","06","Washington          ","99204","651","05219",97
" 680 3A317680","2012","08","California          ","94565","712","05219",2011
" PACP7942X721","2012","04","Texas               ","78745","612","05132",19
" 680 3368C566","2012","08","Kansas              ","66210","719","05106",1335
" 680 8B845400","2012","05","Virginia            ","22150","091","05106",21
" 680 8B094347","2013","05","Michigan            ","48423","612","05121",557
" 680 3717W900","2013","04","Colorado            ","80215","620","05119",85
" 680 8D237803","2013","11","Indiana             ","46311","169","05122",145
" 680 4375L592","2012","06","New York            ","13210","612","05223",1889
" 680 5280P827","2013","01","Tennessee           ","37801","453","05122",18
" 680 5697L161","2013","08","Washington          ","98037","100","05219",166
" 680 2739B051","2012","07","New Jersey          ","07067","712","05219",336
" 680 4537M034","2012","07","New Jersey          ","07508","712","05119",50
" 680 7394X078","2012","03","Illinois            ","60030","691","05219",109
" 680 5D852702","2013","09","Colorado            ","80203","169","05122",65
" 680 5784N71A","2013","05","Illinois            ","60540","676","05223",20356
" 680 9037N13A","2013","08","Texas               ","78155","537","05223",22
" 680 1307N126","2012","01","New York            ","13601","712","05219",15
" 680 507Y4531","2013","10","South Carolina      ","29201","612","05121",66
" 680 3362N750","2012","08","California          ","92024","651","05219",1576
" 680 6B928098","2012","08","Pennsylvania        ","19152","599","05219",43
" 680 2A81240A","2012","08","New York            ","13166","543","05102",4
" 680 7D334574","2013","10","Connecticut         ","06040","620","05121",342
" 680 9C380462","2013","03","Virginia            ","22554","136","05122",253
" 680 7A102659","2013","10","Texas               ","77032","042","05122",3357
" 680 425H4759","2012","08","California          ","93635","091","05102",143
" 680 4D599349","2013","08","Arizona             ","86442","612","05121",1
" 680 23E03137","2012","05","New York            ","12866","651","05219",4
" 680 860H8810","2013","07","Virginia            ","22031","169","05122",23
" 680 300M6133","2012","08","New Jersey          ","07111","599","05101",147
" 680 8186R705","2012","08","Pennsylvania        ","15458","712","05219",6
" 680 9B397159","2013","06","Texas               ","75060","639","05121",134
" 680 9288M898","2013","12","Minnesota           ","55344","543","05122",78
" 680 6240X332","2012","03","Pennsylvania        ","19454","713","05119",111
" 680 8051M627","2013","10","New Mexico          ","87107","665","05121",45
" 680 7875M54A","2013","01","Colorado            ","80122","983","05223",2076
" 680 9B964275","2013","02","Illinois            ","60106","924","05223",100
" 680 1192N459","2012","01","North Carolina      ","28107","743","05122",23
" 680 1676X163","2012","03","New York            ","10927","620","05121",15723
" 680 8D702188","2013","11","Missouri            ","63130","169","05122",52
" 680 8B191854","2013","05","Michigan            ","49544","100","05219",18
" PACP7C926756","2012","08","Texas               ","75206","926","05132",871
" 680 4718X791","2013","03","Ohio                ","43221","111","05122",158
" 680 8022C49A","2013","10","Alabama             ","35801","612","05121",95
" 680 0082C491","2013","06","Tennessee           ","38018","970","05125",499
" 680 0452C84A","2012","02","New York            ","10016","091","05102",50
" 680 6501X978","2012","02","Utah                ","84107","691","05219",13
" 680 2C040028","2013","10","Colorado            ","80241","641","05145",990
" 680 866W4546","2013","11","New York            ","14216","134","05219",15
" 680 9113L777","2012","01","Washington          ","98133","651","05119",59
" 680 1B38411A","2013","12","New York            ","10001","913","05223",1279
" 680 2109C245","2012","08","Maine               ","04427","542","05122",77
" 680 8886P032","2013","05","Tennessee           ","37128","169","05224",496
" 680 2D867586","2013","06","Tennessee           ","38201","553","05121",1
" 680 8A86004A","2012","04","Illinois            ","60085","651","05219",9047
" 680 3B303425","2012","02","New York            ","14221","712","05219",46
" 680 2A296123","2012","05","Georgia             ","30101","091","05119",404
" 680 5B163917","2012","08","Missouri            ","64804","758","05122",23
" 680 4280X555","2013","02","Nevada              ","89130","676","05121",49
" 680 2429C66A","2013","12","Georgia             ","31602","665","05121",19
" 680 5B062215","2012","08","Washington          ","98007","091","05101",10780
" 680 1820C754","2013","10","New Hampshire       ","03038","970","05223",1651
" 680 4F136684","2012","08","Ohio                ","44311","926","05119",86
" 680 6492N027","2013","06","Texas               ","75006","503","05122",297
" 680 2B510717","2012","08","Illinois            ","60659","651","05102",68
" 680 4360M734","2013","07","North Carolina      ","28208","620","05121",509
" 680 9027L549","2012","08","Georgia             ","30318","712","05219",626
" 680 4B864355","2012","03","North Carolina      ","28713","712","05219",122
" 680 5613N38A","2013","07","Virginia            ","23229","612","05145",272
" 680 5D037676","2013","07","Utah                ","84070","984","05122",10
" 680 1036P907","2013","10","South Carolina      ","29016","676","05121",153
" 680 2F571742","2012","08","Arizona             ","85355","994","05119",308
" 680 4749X522","2012","03","California          ","90027","712","05219",33
" 680 4653B724","2013","09","Illinois            ","60502","620","05121",278
" 680 0C532642","2012","07","Pennsylvania        ","19119","755","05119",50
" 680 4333X934","2013","12","Illinois            ","60430","636","05122",309
" 680 4D770133","2013","07","Ohio                ","44870","169","05224",4905
" 680 7234M538","2012","08","Oregon              ","97055","092","05119",45
" 680 3A886852","2013","07","Indiana             ","46526","044","05131",100
